Brand,Item Name,Price,Size,Description,Extra Info,Colors,Image URL,No Of Seller Listings,No Of Sold Seller Listings,Seller Avg. Shipping Time,No of Seller Love Notes,Product Link
Avenue,"
            AVENUE Navy Blue Paisley Top Neck Accent Size 18/20
          ","
              C$24
            ","
              US 18
            ","
          W2
This pretty top is super stretchy.
It has the straps of the neckline.
Short sleeves.
Shark bite hem
Paisley pattern 
Please see photos for measurements
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,3103,2500+,1 day,100+,https://poshmark.ca/listing/AVENUE-Navy-Blue-Paisley-Top-Neck-Accent-Size-1820-66c15257f3d6246e0a966945
N/A,"
            Classy Blouse XSmall
          ","
              C$10
            ","
              US XS
            ","
          Jolie blouse Le Château 
Grandeur XXSmall
        ","Seller Discount: 15% off 3+ Bundle, C$12.49C$9.99Expedited (1-7 day) Shipping","N/A, N/A, N/A, Blue, White",N/A,349,100+,2 days,5,https://poshmark.ca/listing/Classy-Blouse-XSmall-62d3e5b3efd0e4560fb69d0b
torrid,"
            TORRID Satin Ruffle Bodysuit
          ","
              C$55
            ","
              US 1X
            ","
          NWT
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A",N/A,3105,2700+,2 days,100+,https://poshmark.ca/listing/TORRID-Satin-Ruffle-Bodysuit-66ca8cc007ac55bf96a5f253
Free People,"
            NWOT Free People Simply Layer Top
          ","
              C$60
            ","
              US M
            ","
          New without tags top from Free People. A super cool top perfect for lounging. Refer to the stock photos for colour, my pics do not show the colour well. Has a cool patch of the logo on front and big cut out in the back. Different fabric sleeves with cut outs. And has openings on the side. A bit oversized.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,4130,3000+,1 day,100+,https://poshmark.ca/listing/NWOT-Free-People-Simply-Layer-Top-66de2535bfd9a6cfb93a1ce4
Club Monaco,"
            CLUB Monaco 100% Silk Horsebit Print Button Down Blouse - XS
          ","
              C$34
            ","
              US XS
            ","
          Club Monaco 100% Silk Horsebit Print Button Down Blouse - XS

Look oh-so elegant and stylish with the Club Monaco Silk Horsebit Print Button Down Blouse! 

Crafted from silk for a luxe texture, this cream blouse features classic button-down design and horsebit print that's sure to make you stand out from the crowd.
Good used condition 
does feature light padding in the shoulders for a chic and flattering shape !

 cute quirky, chic  and witty, this is a must-have for your wardrobe!



Length :  25 ""
pit to pit: 17""
=
smoke free pet free home
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Cream",N/A,4953,2500+,3 days,100+,https://poshmark.ca/listing/CLUB-Monaco-100-Silk-Horsebit-Print-Button-Down-Blouse-XS-66a9ae0814d7a6ad44c5136e
Icebreaker,"
            Icebreaker Merino Bodyfit  200 Base Layer Shirt Striped Pink Red Women's Small
          ","
              C$65
            ","
              US S
            ","
          Long Sleeve Base Layer Shirt by Icebreaker 

Excellent pre-loved condition. 

Size: small

See photos for measurements. 

Our versatile 100% merino wool base layer top with a classic V-neck design, the 200 Oasis Long Sleeve V combines casual comfort with technical performance.

- 100% Merino wool - Soft, lightweight and naturally odour resistant fibre that keeps you warm when it's cold and cool when it's warm
- Gusseted underarms for mobility and comfort
- Offset shoulder seams to help reduce friction
- Flatlock seams to help reduce friction
- 100% Merino Wool, Exclusive of decoration
- Warmth system
- 200 Lightweight

Tags: layer, merino wool, red, pink, white, stripe longsleeve, outdoor

New to Poshmark? Use my code - poutineandprada - for a $15 credit!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Red, Pink, N/A, N/A, N/A",N/A,2923,2300+,1 day,100+,https://poshmark.ca/listing/Icebreaker-Merino-Bodyfit-200-Base-Layer-Shirt-Striped-Pink-Red-Womens-Small-66d48e4034e984fdb075df31
laura,"
            Laura top
          ","
              C$25
            ","
              US XXL
            ","
          new codition
        ","Seller Discount: 5% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Yellow",N/A,1726,90+,2 days,10,https://poshmark.ca/listing/Laura-top-652892fefed51f312b555509
Thread & Needle,"
            Thread & Needle Boathouse Thug Life Cropped Hoodie Black Size Small
          ","
              C$30
            ","
              US S
            ","
          Cute and comfy thug life graphic cropped hoodie from Thread & Needle by Boathouse! This hoodie has a raw hem, simple drawstrings for the hood, and ribbed cuffs at the wrist. The graphic is in great condition, with no signs of cracking or peeling. Fits size Small, or XS depending on your desired fit! 

-65% polyester, 35% cotton

Flat measurements: 
Pit-to-pit: 18”
Length: 16.5”
Sleeve length: 22”
Arm opening: 3”

New to Poshmark? Sign up using code LUNASTRSR to receive $15 off of your first order!
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, White, N/A, N/A, N/A",N/A,227,100+,1 day,16,https://poshmark.ca/listing/Thread-Needle-BoathouseThug-Life-Cropped-Hoodie-Black-Size-Small-66ab90bd963c42d524eb2203
Aritzia,"
            Aritzia plaid flannel shirt
          ","
              C$36
            ","
              US S
            ","
          Excellent condition minimal pilling (hardly any pilling but some is natural due to fabric)
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray",N/A,957,500+,2 days,43,https://poshmark.ca/listing/Aritzia-plaid-flannel-shirt-66df29bc34e25308163fbb3a
Arc'teryx,"
            Arc’teryx Women’s Large Button down Shirt Pink Plaid Long Sleeve lightweight
          ","
              C$45
            ","
              US L
            ","
          Arcteryx Women’s Large Button Front Shirt Pink Plaid Long Sleeve lightweight 

Gently used condition

Arc'teryx Jacaranda Melodie Plaid Button Down Long Sleeve Shirt  
Pull tab sleeve **can be rolled up** 
Colour: White, Pink 
Size: L  
Fabric: 72% Cotton, 28% Polyester.
        ","Seller Discount: 20% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, White, Pink, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/08/24/66ca997c450b424173c63ccd/s_66ca997d20684778982e5bac.jpeg,2906,2200+,1 day,100+,https://poshmark.ca/listing/Arcteryx-Womens-Large-Button-down-Shirt-Pink-Plaid-Long-Sleeve-lightweight-66ca997c450b424173c63ccd
Disney,"
            2 Hoodie, Disney and Gap sz 5
          ","
              C$32
            ","
              US 5 (Girl)
            ","
          Disney and Gap Hoodies
Size 5

Disney Hoodie- Zip-up, Split kangaroo pockets

Gap Hoodie- Pullover, * no material tag

Both in GUC
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Gray",https://di2ponv0v5otw.cloudfront.net/posts/2023/06/23/64964db469ef1a291714b890/s_649650d4c9a228925566aaa0.jpeg,1530,800+,1 day,100+,https://poshmark.ca/listing/2-Hoodie-Disney-and-Gap-sz-5-64964db469ef1a291714b890
Anne Klein,"
            Anne Klein Top Black White print Size Small Keyhole Office Casual Abstract
          ","
              C$12
            ","
              US S
            ","
          Featuring a flattering keyhole neckline with a silver-tone metallic bar
Solid black down centre front and across shoulders on the back.

Excellent pre-owned condition, like new.

95% Polyester / 5 % Elastane 
Machine wash cold / tumble dry low 

Approximate Measurements (flat lay): 
Chest: 18”
Length: 24”
3/4 length sleeves 

Thank you for shopping my closet! 🛍 Bundle with other items to get the best deal! 

New to Poshmark? Sign up with code VICTORIA2YOU and save $15.00 off your first purchase!
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Black, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/07/08/668c5a7edc8a4e8cb56fceaa/s_668c5a7edc8a4e8cb56fceab.jpg,1427,1000+,1 day,100+,https://poshmark.ca/listing/Anne-Klein-Top-Black-White-print-Size-Small-Keyhole-Office-Casual-Abstract-668c5a7edc8a4e8cb56fceaa
Pointelle,"
            Sz L Pointelle black high collared dressy tank EUC
          ","
              C$19
            ","
              US L
            ","
          SzL 3 button back closure high collared dressy tank. Viscose and spandex mix  24” length from shoulder   EUC
        ","Seller Discount: 5% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/04/66d82703b9bd740aa8950dc1/s_66d8270682dceb1cbb0983bf.jpeg,1151,700+,1 day,90,https://poshmark.ca/listing/Sz-L-Pointelle-black-high-collared-dressy-tank-EUC-66d82703b9bd740aa8950dc1
Steve & Barry's,"
            Steve & Barry's Men's Blue & White Striped Long Sleeve Button Up Cotton Shirt M
          ","
              C$33
            ","
              US M
            ","
          Steve & Barry's Women's Navy & White Striped Long Sleeve Button Up Cotton Shirt 15-15 1/2 Neck Medium 
#2425

•Brand: Steve & Barry's 
•Size: Medium 15-15 1/2
•Color: White & Navy Blue 
•Length: 31.5 inches
•Width: 22.5 inches

In excellent pre-loved condition
(Please note that true color may be lighter or darker, all screens are different)

❤Bundle and Save 15% on 2 or more
❤FREE Shipping on 100$ or more
🚫Smoke-Free Household
🔝Rated Seller
🌟Poshmark Ambassador
0424
        ","Seller Discount: 30% off 2+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue, White, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/04/07/661384a532b786fb0bc05f20/s_6613aad124237a97b068aa1d.jpeg,6500,3700+,2 days,100+,https://poshmark.ca/listing/Steve-Barrys-Mens-Blue-White-Striped-Long-Sleeve-Button-Up-Cotton-Shirt-M-661384a532b786fb0bc05f20
Old Navy,"
            Old Navy pebble print sleeveless top
          ","
              C$18
            ","
              US L
            ","
          Old Navy pebble print sleeveless top.
Navy/white with sweetheart neckline
Size L
Armpit to armpit flat 21""
Length 23""
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue, White",https://di2ponv0v5otw.cloudfront.net/posts/2024/07/29/66a7a44b0841b9ea5b9ad462/s_66a7a44e9d05c4a4c82a2995.jpg,1171,200+,1 day,40,https://poshmark.ca/listing/Old-Navy-pebble-print-sleeveless-top-66a7a44b0841b9ea5b9ad462
lululemon athletica,"
            EUC Lululemon Deep Stretch Long Sleeve *Cinch
          ","
              C$24
            ","
              US 4
            ","
          Excellent Used Condition 
Size 4, Black 
Rip tag removed, confirmed size 4 - see last pic for screen shot of my online purchase confirmation 

💕New to Poshmark? Use code HELLAPOSH13 to get a $15 Credit off of your first purchase💕

Head to your training session in this soft long sleeve. Open-back detailing allows for ventilation while the snug-fit hip gathering allows you to choose if it sits at the hip or just above it.
micromodal®
We love MicroModal® fabric for its lightweight, naturally breathable construction and super-soft handfeel
super-soft handfeel
lightweight
naturally breathable
features
Designed for: Office Travel Commute
Lycra®: Added Lycra® fibre for shape retention
Back opening : Keyhole in the back helps keep you cool
Relaxed fit, hip length: Layers easily and gives you room to breathe
        ","Seller Discount: 5% off 2+ Bundle, Price Dropped: 11%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/07/21/669dacf9c4c83743cf6bff8a/s_669dacf9e825d1ba8470607d.jpg,329,300+,1 day,37,https://poshmark.ca/listing/EUC-Lululemon-Deep-Stretch-Long-Sleeve-Cinch-669dacf9c4c83743cf6bff8a
simply great by weekenders,"
            Top & bottom set maroon (2pc total)
          ","
              C$100
            ","
              US 1X
            ","
          good condition see pictures
cutout sleeve &
wide leg plazzo style bottoms
color most accurate in video
        ",N/A,"N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2023/11/19/655abca258083d3a3c378736/s_655abcc224237a5e533ff864.jpg,1726,90+,2 days,10,https://poshmark.ca/listing/Top-bottom-set-maroon-2pc-total-655abca258083d3a3c378736
lululemon athletica,"
            Lululemon Asymmetrical Racerback Tank
          ","
              C$65
            ","
              US 4
            ","
          Lululemon Asymmetrical Racerback Tank
Size 4. Rip tag attached. Excellent Like New Condition.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Pink, Purple",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/06/66dbefa6b9db3a573d2d45ee/s_66dbefc42068479aaab8cf72.jpg,1711,700+,1 day,60,https://poshmark.ca/listing/Lululemon-Asymmetrical-Racerback-Tank-66dbefa6b9db3a573d2d45ee
Cynthia Rowley,"
            Cynthia Rowley linen tunic top 2X
          ","
              C$38
            ","
              US 2X
            ","
          Cynthia Rowley linen tunic. Collar neckline with partial button front. Fabric loops and contrast buttons make this unique. Small pleat at centre front and gathered back bodice to yoke. Full length sleeves with button cuff. Roll tab and button for a tidy rolled sleeve. Pretty light blue in a slightly slub  linen. 

Approx meas flat across: underarm to underarm- 28”, waist- 29.5”. Hip 29.5”. Length- 32”

Pre-owned and in good condition.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/03/08/65ebb6b24bc6557b739437dd/s_65ebb6dd32c1dc4b7aecdeb8.jpg,3378,2900+,1 day,100+,https://poshmark.ca/listing/Cynthia-Rowley-linen-tunic-top-2X-65ebb6b24bc6557b739437dd
lady footlocker,"
            Lady footlocker vintage grandpa cardigan size large
          ","
              C$20
            ","
              US L
            ","
          Good preowned condition with normal signs of wear. Missing one button.

Measured unstretched flat lay approx 

Pit to pit 24”
Length from shoulder to hem 25”

⭐️ Smoke Free Home
⭐️ All Items listed in my closet are authentic.
⭐️ I request tracking receipts from Canada Post and can provide to the buyer upon request 
⭐️ I record myself packaging the item and show the item’s condition. I will also record the functionality of the item ex. zippers
⭐️ item will be shipped in bubble mailer, poly mailer bag or a new or used box. 
⭐️ if item comes with additional accessories it will be noted in the listing, otherwise it is for the item shown in the photos. 
⭐️ Every attempt is made to describe the item as accurately as possible. Please Refer to photos shown for overall condition.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Tan, White",https://di2ponv0v5otw.cloudfront.net/posts/2024/06/12/666a487e6da06ef8db5196a6/s_666a487ea2c69ed9e0b16066.jpg,4778,1800+,1 day,100+,https://poshmark.ca/listing/Lady-footlocker-vintage-grandpa-cardigan-size-large-666a487e6da06ef8db5196a6
Roya USA,"
            Beaded Formal Tank
          ","
              C$19
            ","
              US M
            ","
          In very good condition 

Rory USA 

women's Medium 

long asymmetrical formal Tank
        ","Seller Discount: 25% off 3+ Bundle, Price Dropped: 14%, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/03/13/65f1f4f992e4910b4f1ba4c0/s_65f1f505932a8a12f1104289.jpg,4379,3500+,2 days,100+,https://poshmark.ca/listing/Beaded-Formal-Tank-65f1f4f992e4910b4f1ba4c0
Sandwich_,"
            Sandwich Women's Brown Turquoise Boho Prairie Floral Retro 00s Button-Down Shirt
          ","
              C$15
            ","
              US S
            ","
          Sandwich Women's Brown Turquoise Boho Prairie Floral Retro 00s Button-Down Shirt

Material: There is no fabric/care tag
Condition: In excellent pre-loved condition

New to Poshmark? Use code SECONDEOCCASION to sign up & get a 15$ posh credit!

FEATURES 
♡ Round hem & long sleeves
♡ Beautiful front buttons
♡ Size 34 is equivalent to S, but please refers to the measurements

The approximate measurements laying flat are length: 22"", shoulder: 14"", sleeves: 23,5"" and chest: 17,5"".
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Brown, N/A, N/A, N/A",https://di2ponv0v5otw.cloudfront.net/posts/2024/09/07/66dc7812c9af8c8180e64fc8/s_66dc7812c9af8c8180e64fc9.jpg,737,200+,1 day,23,https://poshmark.ca/listing/Sandwich-Womens-Brown-Turquoise-Boho-Prairie-Floral-Retro-00s-ButtonDown-Shirt-66dc7812c9af8c8180e64fc8
Athletic Works,"
            🎁5/$25 Athletic Works Tie Tank Top Women's Size XL Open Back Top Nylon
          ","
              C$15
            ","
              US XL
            ","
          Athletic Works Women's Open Back Top Size XL Black in good condition
# T 249
Add any 5 items marked 5/$25 to a bundle and I will send you an offer.
New to Poshmark? Use my code - kp canada to sign up and save $15 on your first order.
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,2669,900+,1 day,95,https://poshmark.ca/listing/525-Athletic-Works-Tie-Tank-Top-WomensSize-XL-Open-Back-Top-Nylon-66d1a1d9e34c3046f305c3ce
Aritzia,"
            Wilfred SÈVRES blouse in black
          ","
              C$25
            ","
              US XS
            ","
          Wilfred SÈVRES blouse in black - Size XS - In Very Good Condition, very minor fraying in the side at tips of rounded bottom hem, hard to notice as the edging of the whole tank is raw looking

Pit to pit = 16""
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Black, N/A, N/A, N/A",N/A,2381,1600+,1 day,100+,https://poshmark.ca/listing/Wilfred-SVRES-blouse-in-black-66ca763db2780c535b08ea07
Ricki's,"
            *3 for $30* RICKI'S Striped V-neck Camisole
          ","
              C$20
            ","
              US XXL
            ","
          Great condition! Barely worn!

Bust 25""

Materials: 95% Polyester, 5% spandex

No Poshmark account? Sign up using my code ELLYGATOR57 to save $15 off your first order! Code must be entered during sign up to get the discount.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Red, Black",N/A,1622,400+,2 days,45,https://poshmark.ca/listing/3-for-30-RICKIS-Striped-Vneck-Camisole-66a7875164164a32d1ce9aca
Bella Flore,"
            new! Bella Flore top
          ","
              C$28
            ","
              US XL
            ","
          Beautiful new, never worn floral top.
Navy background
Size tag of XL removed in preparation of wearing. they make me itch! 


Please see measurements for sizing

Measurements taken with item lying flat:
Chest: 23”
Shoulder: 15”
Waist: 29”
Hips: 34”
Rise: 
Inseam:
Length: 28”



**Due to differences in screen settings and monitor settings, colours may differ slightly from photos and the physical product.**
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue",N/A,1844,900+,3 days,100+,https://poshmark.ca/listing/new-Bella-Flore-top-66bcb64df8ede731fa0aedcf
Free People,"
            NWOT Free People Molly Ruffle Top
          ","
              C$70
            ","
              US M
            ","
          New without tags top from Free People. Perfect for fall plaid design. Oversized collar. Slightly puffed sleeves. Button front closure. Elastic cuff sleeves. A bit oversized.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, Blue, Pink",N/A,4130,3000+,1 day,100+,https://poshmark.ca/listing/NWOT-Free-People-Molly-Ruffle-Top-66de26e907ac559ecd7b69fe
H&M,"
            White Asymmetric Neckline One-Shoulder Long Sleeve Jersey Top - M
          ","
              C$35
            ","
              US M
            ","
          Fitted, one-shoulder top in viscose-blend jersey. One open shoulder, one long sleeve, asymmetric cut at top, and a straight-cut hem. Partly lined.

Natural White - ivory, off-white

Marked szM, fits pretty TTS.  Here are the approx measurements:
Chest - 18""
Length - 24""

Brand new with tags.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, White, N/A, N/A, N/A",N/A,3688,1000+,1 day,100+,https://poshmark.ca/listing/White-Asymmetric-Neckline-OneShoulder-Long-Sleeve-Jersey-Top-M-66d0a2b972f45f2e2d520d96
Free People,"
            Free People Sundance Kid Henley Blouse
          ","
              C$85
            ","
              US S
            ","
          Free People Sundance Kid Henley Blouse
Size Small
Great condition, barely worn 

Colorful floral hints add a layer boho-chic to this long-sleeve Henley from Free People.
Hits at hip
Stand collar; partial front snap-button closure
Embroidered at front and back; printed piping
Long peasant sleeves; tapered cuffs
Cotton/polyester; embroidery: polyester
Hand wash

Approximate measurements 
Pit to pit 18.5”
Length from shoulder to hem 23.5”
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, N/A",N/A,1403,900+,1 day,100+,https://poshmark.ca/listing/Free-People-Sundance-Kid-Henley-Blouse-66978a0a74cb471e626c9136
Maeve,"
            Maeve Anthropologie Long-Sleeve button down linen shirt
          ","
              C$25
            ","
              US S
            ","
          Great Condition
Color: sky blue with pin striped accect
 Metallic brass Buttons
Size Small
Comfy and airy
 Length 24""
Pit to pit18
SLEEVES LENGTH 23""
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Blue, N/A, N/A, N/A",N/A,1381,700+,3 days,76,https://poshmark.ca/listing/Maeve-Anthropologie-LongSleeve-button-down-linen-shirt-66cd2022f3d62429085190da
Zella,"
            Zella women's blush pink work out top size L.
          ","
              C$18
            ","
              US L
            ","
          Zella yoga wear blush pink colour size L.   soft comfortable fabric.  starburst detail at front.  cottage core.  beachy.  athletic wear

material is
95% Tencel
5% Spandex

measurements are
shoulder width 17""
chest width 21""
length 28""
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Pink, N/A, N/A, N/A",N/A,962,500+,1 day,58,https://poshmark.ca/listing/Zella-womens-blush-pink-work-out-top-size-L-66de5a6f34e9840511091f2a
Hatch,"
            HATCH | Flannel shirt sleeveless plaid gray maternity sz OS
          ","
              C$50
            ","
              O/S
            ","
          Thanks for supporting Sustainable Fashion🌱 ♻️! 

Selling HATCH | Flannel shirt sleeveless plaid gray maternity sz OS.

Don't have Poshmark account?  Use my code SPECAVENUE  to sign up and save C$15!
        ","Seller Discount: 20% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray, White",N/A,5803,3500+,2 days,100+,https://poshmark.ca/listing/HATCH-Flannel-shirt-sleeveless-plaid-gray-maternity-sz-OS-6615e025694d7255d0eed58b
Hess Frackmann,"
            Hess Frackman Blouse Drindl Style Cotton Linen White Heart Button Front Women 36
          ","
              C$90
            ","
              US 6
            ","
          Vintage Style Drindl Style Shirt by Hess Frackman

Excellent pre-loved condition. 

Size: 36 (US 6)

See photos for measurements. 

Milkmaid dreams. Pretty crocheted lace around the neckline, hem and bottom of sleeves. Metal buttons in an antique silver tone add a whimsical touch.

- crochet lace at the collars and hem
- v neck
- heart shaped silver buttons
- pointed v shaped hem
- elbow length sleeves
- 54% linen, 41% cotton, 5% polyester 
- Machine wash

Tags: Bavarian, white, neutral, lace, cottage, Heidi, vintage style, 1940s, 1950s, 1960s, 1980s

Bundle and save! I offer 20% off bundles of three or more items.

New to Poshmark? Use my code - poutineandprada - for a $15 credit!
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, N/A, White, Silver, N/A, N/A, N/A",N/A,2923,2300+,1 day,100+,https://poshmark.ca/listing/Hess-Frackman-Blouse-Drindl-Style-Cotton-Linen-White-Heart-Button-Front-Women-36-66d4fa7fb3ef62a377e36901
lululemon athletica,"
            LULULEMON X SOULCYCLE to the beat tee
          ","
              C$25
            ","
              US 6
            ","
          in excellent condition 
minimal soulcycle branding
silver metallic
size 6
chest: 19 inches
length: 18 inches
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Gray, N/A, N/A",N/A,4466,4000+,1 day,100+,https://poshmark.ca/listing/LULULEMON-X-SOULCYCLE-tothe-beat-tee-66bf06482fd49a18a8251d9c
susan van heusen,"
            Susan van Heusen top
          ","
              C$15
            ","
              US 14
            ","
          made in Taiwan
pics shows color brighter then it is
just a reminder no returns 

different screens can show colors differently so there might be a difference on color
        ","Seller Discount: 5% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, Red",N/A,1726,90+,2 days,10,https://poshmark.ca/listing/Susan-van-Heusen-top-65289404253a8c770b98c904
Zara,"
            NWT Limited Edition Zara Bustier Corset Top
          ","
              C$45
            ","
              US S
            ","
          edgy and chic limited edition bustier corset top from Zara. brand new with tags. zipper detail down front as well as on the diagonal.  see pics for material composition. dark slate grey in colour. side ruching. size small, fits true to size. see flat lay measurements below!
pit to pit 15"" pl stretch 
length 12""
waist 13.5""
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Silver, Gray, N/A, N/A, N/A",N/A,1426,1100+,1 day,100+,https://poshmark.ca/listing/NWTLimited-Edition-Zara-Bustier-CorsetTop-66d9f83593a13d6dc6375ef1
Jones New York,"
            JONES NEW YORK Long Sleeve Animal Print Shug, Size Large
          ","
              C$18
            ","
              US L
            ","
          Jones New York long sleeve animal print shug. Black and grey in color.

65% polyester and 35% rayon. 

Size Large. The measurements are approximately 20"" from pit to pit, 25.5"" from the neckline to the bottom of the garment and the sleeves are 21"" from the shoulder to the bottom of the sleeve.  The measurements were taken while the garment was laying flat. 

Note: There is some light pilling from normal wear but not noticeable while worn.  No rips or snags to note.

New to Poshmark? Sign up and use the sign up code JAMIELARRATT to get $15 off your first purchase.

*Offers welcome
*Smoke-free home
*Measurements are approximate
*No filters used in photos (different lighting & screens may cause colors to vary).
*The environment is important to me! I
try to reuse/recycle clean packaging materials whenever possible.

Thank you for browsing my closet. Happy Poshing.
        ",C$12.49 Expedited (1-7 day) Shipping on all orders,"N/A, N/A, Black, Gray, N/A, N/A, N/A",N/A,1834,900+,1 day,100+,https://poshmark.ca/listing/JONES-NEW-YORK-Long-Sleeve-Animal-Print-Shug-Size-Large-66ac98e34f80f9163bffd20f
Disney,"
            Disney Princess Cinderella White Short Sleeved Girl's Tee NWT Size 4
          ","
              C$10
            ","
              US 4 (Girl)
            ","
          This is a white short sleeved Cinderella t-shirt by Disney Princess. It has a cute image of Cinderella on the front with a castle behind her and the words Sparkling Beauty in sparkly print. It is new with tags in a size 4US. Hard to find! 

Comes from a smoke-free home. 

Items are usually shipped out the next business day.

Don't forget to bundle and save!

If you have any questions, please ask. 

Happy Poshing! 🎁


Disney Castle Crown Prince Princess Casual Summer Spring Sparkles Royal Royalty Love Whimsical Sparkly Beauty Gown Ball Classic
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A, Blue, White, N/A, N/A, N/A",N/A,1778,600+,1 day,80,https://poshmark.ca/listing/Disney-Princess-Cinderella-White-Short-Sleeved-Girls-Tee-NWT-Size-4-63ffcde38bb2e2f772329af1
lululemon athletica,"
            LuLulemon - Women’s Iconic Powder Blue Zip-Up Hoodie. Please see pictures.
          ","
              C$17
            ","
              US 8
            ","
          This abused Lululemon Iconic Powder Blue Hoodie has bleach stains and yellow stains. I tried extremely hard to remove the yellow stains and failed but they’re not as noticeable. For some reason I did not want to throw it out. At first I didn’t notice the stains because the power blue it does a good job. Other than that it’s in good shape considering. I’m hopping someone is looking for a warm hoodie for the lake. Please let me know what your thoughts are. I will price it accordingly.

Size 8?! 
Pit to pit 20 1/2”
Length 23”
        ",N/A,"N/A, N/A, N/A, Blue, N/A, N/A, N/A",N/A,459,200+,1 day,55,https://poshmark.ca/listing/LuLulemon-Womens-Iconic-Powder-Blue-ZipUp-Hoodie-Please-see-pictures-66b41427f4d17957d23b7030
Umgee,"
            3 for $20! Umgee striped button shirt
          ","
              C$17
            ","
              US S
            ","
          Excellent condition minimal signs of wear. Has a tie at the bottom and sleeves are adjustable via buttons on the side. 

Measurements are as follows in inches (flat lay 
):
Armpits: 23
Length: 25.5 (when tied).
        ","Seller Discount: 15% off 3+ Bundle, C$12.49 Expedited (1-7 day) Shipping on all orders","N/A, N/A, N/A",N/A,5802,3100+,2 days,100+,https://poshmark.ca/listing/3-for20Umgee-striped-buttonshirt-66b35a72b2780c00aa13986b
